Time,/fdm/jsbsim/velocities/u-fps,/fdm/jsbsim/velocities/v-fps,/fdm/jsbsim/velocities/w-fps,/fdm/jsbsim/velocities/p-rad_sec,/fdm/jsbsim/velocities/q-rad_sec,/fdm/jsbsim/velocities/r-rad_sec,/fdm/jsbsim/velocities/p-aero-rad_sec,/fdm/jsbsim/velocities/q-aero-rad_sec,/fdm/jsbsim/velocities/r-aero-rad_sec,/fdm/jsbsim/velocities/phidot-rad_sec,/fdm/jsbsim/velocities/thetadot-rad_sec,/fdm/jsbsim/velocities/psidot-rad_sec,/fdm/jsbsim/velocities/u-aero-fps,/fdm/jsbsim/velocities/v-aero-fps,/fdm/jsbsim/velocities/w-aero-fps,/fdm/jsbsim/velocities/vc-fps,/fdm/jsbsim/velocities/vt-fps,/fdm/jsbsim/velocities/mach,/fdm/jsbsim/velocities/p-deg_sec,/fdm/jsbsim/velocities/q-deg_sec,/fdm/jsbsim/velocities/r-deg_sec,/fdm/jsbsim/velocities/vt-kts,/fdm/jsbsim/velocities/vtrue-kts,/fdm/jsbsim/velocities/vtrue-fps,/fdm/jsbsim/velocities/vg-kts,/fdm/jsbsim/velocities/vg-fps
0,84.3904999999999745,-1.73594956065484675e-14,0,0,-4.03217277095055416e-06,0,0,-4.03217277095055416e-06,0,-7.22983946953241271e-25,-4.03217277095055416e-06,4.14260319659256271e-23,84.390500000000003,-1.73594956065484706e-14,-2.74016438165586858e-16,83.8334589567227795,84.390500000000003,0.0757062081141679499,0,-0.000231026479974200582,0,50.000021002000004,49.9993778607388819,84.3894499471336985,49.9924057566208404,84.3776469180954081
0.0499998,84.3342888515911682,0.00617350898840729467,3.07944209553490822,-0.0244834628575427843,1.43865214843801457e-05,-0.000697848177941699181,-0.0244834628575427843,1.43865214843801457e-05,-0.000697848177941699181,-0.0244967555416510906,1.35775835144159283e-05,-0.000697990971384073334,84.3342888515914666,0.00617350898840711253,3.07944209553490111,83.7777079315313102,84.3904928166415687,0.0757061824452993221,-1.4027990770404799,0.000824286955547796842,-0.0399837549789002766,50.0000185539152397,49.9993736047686994,84.3894427638646647,49.9924034856796098,84.3776401266281511
0.0999996,84.3342311833160636,0.0222760457095661502,3.07961526437954092,-0.102955283244333423,8.11863598663952059e-05,-0.00274720829028498974,-0.102955283244333423,8.11863598663952059e-05,-0.00274720829028498974,-0.103007621840942046,7.07025859902884671e-05,-0.00274799655899860603,84.334231183316362,0.0222760457095660079,3.07961526437953381,83.7777410221214751,84.3904442201832694,0.0757061196255107427,-5.89890315564973111,0.00465163573271944967,-0.157403439067136636,49.9999953014898892,49.9993448125150408,84.3893941680110231,49.9923808954039899,84.3775929735938348
0.1499994,84.3340897121971551,0.0349974422810724883,3.0802248669931771,-0.211417341227667005,0.00019284553623505018,-0.00518619685643873559,-0.211417341227667005,0.00019284553623505018,-0.00518619685643873559,-0.211516197625659041,0.000134190451208709624,-0.0051889876416126848,84.3340897121974535,0.0349974422810724536,3.08022486699317,83.7776908495914086,84.390329408275079,0.0757059974067015307,-12.1133212597479982,0.011049235225259928,-0.297147188937008533,49.9999335225024808,49.999276789171418,84.3892793575314215,49.9923218037371626,84.3774834371861857
0.1999992,84.333942051655697,0.0146042973402344956,3.08098549877647798,-0.261143292311214026,0.000260919781357957421,-0.00545451750193362648,-0.261143292311214026,0.000260919781357957421,-0.00545451750193362648,-0.261247351192872901,0.000134334055340592763,-0.0054600936735217263,84.3339420516559954,0.0146042973402346274,3.08098549877647088,83.7776345046029149,84.3902036192663871,0.07570586534546761,-14.9624083635957188,0.0149496021294138488,-0.312520829342421147,49.999855158171421,49.9992022621550305,84.3891535700878848,49.9922476509540132,84.3773644785472641
0.249999,84.3338447437776182,-0.0447491397070762797,3.08086514352842755,-0.247020969211309588,0.000254936688828561831,-0.00378362913901507348,-0.247020969211309588,0.000254936688828561831,-0.00378362913901507348,-0.247093242824997422,0.000117812409495179725,-0.00379106658980282989,84.3338447437779166,-0.0447491397070759814,3.08086514352842045,83.7776281689916829,84.3901125830849423,0.0757057644633897797,-14.1532588602969991,0.0146067961821130486,-0.21678597896696794,49.9998076307291939,49.9991483253678908,84.3890625350391872,49.9922002362646225,84.3772710933766916
0.2999988,84.333504661583035,-0.130741177623054927,3.07933634563959657,-0.215698497507008174,0.000249641706170492948,-0.00186127752050569014,-0.215698497507008174,0.000249641706170492948,-0.00186127752050569014,-0.215734187025673485,0.000160503062119703524,-0.00187141323565702205,84.3335046615833335,-0.130741177623054511,3.07933634563958947,83.7773806917848844,84.3898063399271052,0.0757054705128020478,-12.3586134437935922,0.0143034160259275008,-0.10664334547256199,49.9996503989528165,49.9989668835306418,84.3887562956918629,49.9920335573836212,84.376946624206937
0.3499986,84.3328275671797059,-0.232562049374295032,3.076573636666879,-0.206899490544789094,0.000298239156232922434,-0.000834949721979297505,-0.206899490544789094,0.000298239156232922434,-0.000834949721979297505,-0.206915729520283032,0.000249058369567199895,-0.000851070658298976089,84.3328275671800043,-0.232562049374294533,3.07657363666687189,83.7767985069266672,84.3892481061678694,0.0757049504841725146,-11.8544674854668255,0.0170878447846679986,-0.0478390947466372785,49.9993451852192834,49.998636143214334,84.3881980688785944,49.9917094732276297,84.3763529882636192
0.3999984,84.3317243325191157,-0.352334637356026992,3.07275198501607605,-0.201511790683032266,0.000415719981911291203,-8.61641724088138799e-05,-0.201511790683032266,0.000415719981911291203,-8.61641724088138799e-05,-0.201513976464849032,0.000408840803042049791,-0.00011446109984314501,84.3317243325194141,-0.352334637356026381,3.07275198501606894,83.7757931464918784,84.3884214412981351,0.0757041896129207331,-11.5457750248692772,0.0238190002094733413,-0.00493684338005329765,49.9988825341243199,49.9981463638056809,84.3873714142948756,49.9912135224943981,84.3754654351066051
0.4499982,84.3301024851845966,-0.489190982119481532,3.06808754922551685,-0.196589806459087663,0.000612767290157730589,0.000465933759886221627,-0.196589806459087663,0.000612767290157730589,0.000465933759886221627,-0.196581842266754209,0.000647430903308519727,0.000416502910301474571,84.330102485184895,-0.489190982119480866,3.06808754922550975,83.7742728431151704,84.3873133485625715,0.0757031762188756646,-11.2637661045326603,0.0351089792353062105,0.02669603773508002,49.9982541882194127,49.9974898450341385,84.3862633353470812,49.9905339102248547,84.3742652817194596
